          56       10120           1           0
        1085       10120           1           0
        1086       10120           1           0
        1087       10120           1           0
        1088       10120           1           0
        2113       10120           1           0
        2114       10120           1           0
        2115       10120           1           0
        2116       10120           1           0
        2117       10120           1           0
        2118       10120           1           0
        2119       10120           0           1
        2120       10120           0           1
        3142       10120           1           0
        3143       10120           1           0
        3144       10120           1           0
        3145       10120           1           0
        3146       10120           1           0
        3147       10120           1           0
        3148       10120           0           1
        3149       10120           0           1
        3150       10120           0           1
        3151       10120           0           1
        3152       10120           0           1
        3153       10120           0           1
        4171       10120           1           0
        4172       10120           1           0
        4173       10120           1           0
        4174       10120           1           0
        4175       10120           1           0
        4176       10120           1           0
        4177       10120           0           1
        4178       10120           0           1
        4179       10120           0           1
        4180       10120           0           1
        4181       10120           0           1
        4182       10120           0           1
        4183       10120           0           1
        4184       10120           0           1
        4185       10120           0           1
        5199       10120           1           0
        5200       10120           1           0
        5201       10120           1           0
        5202       10120           1           0
        5203       10120           1           0
        5204       10120           1           0
        5205       10120           0           1
        5206       10120           0           1
        5207       10120           0           1
        5208       10120           0           1
        5209       10120           0           1
        5210       10120           0           1
        5211       10120           0           1
        5212       10120           0           1
        5213       10120           0           1
        5214       10120           0           1
        5215       10120           0           1
        5216       10120           0           1
        5217       10120           0           1
        6228       10120           1           0
        6229       10120           1           0
        6230       10120           1           0
        6231       10120           1           0
        6232       10120           1           0
        6233       10120           0           1
        6234       10120           0           1
        6235       10120           0           1
        6236       10120           0           1
        6237       10120           0           1
        6238       10120           0           1
        6239       10120           0           1
        6240       10120           0           1
        6241       10120           0           1
        6242       10120           0           1
        6243       10120           0           1
        6244       10120           0           1
        6245       10120           0           1
        6246       10120           0           1
        6247       10120           0           1
        6248       10120           0           1
        6249       10120           0           1
        7257       10120           1           0
        7258       10120           1           0
        7259       10120           1           0
        7260       10120           1           0
        7261       10120           1           0
        7262       10120           1           0
        7263       10120           0           1
        7264       10120           0           1
        7265       10120           0           1
        7266       10120           0           1
        7267       10120           0           1
        7268       10120           0           1
        7269       10120           0           1
        7270       10120           0           1
        7271       10120           0           1
        7272       10120           0           1
        7273       10120           0           1
        7274       10120           0           1
        7275       10120           0           1
        7276       10120           1           0
        7277       10120           1           0
        8285       10120           1           0
