57 57   57.00000   57.00000   55.04166  142.77922   55.11021   92.94517    0.63850    0.63430    0.62620    0.60860    0.59300    0.54620    0.54370    0.58460    0.59060    0.59500    0.59880    0.61120    0.22770    0.38430    0.57980    0.61040    0.61660    0.61580    0.54480    0.37220    0.61690   18.00000    0.00724 
1086 1086 1086.00000 1086.00000   55.02650  142.87157   55.01908   93.02493    0.61680    0.61090    0.59830    0.58010    0.56350    0.51690    0.51400    0.55100    0.55780    0.55890    0.56300    0.57460    0.21080    0.36000    0.54320    0.57370    0.57890    0.57890    0.50870    0.34500    0.57500   18.00000    0.00725 
1087 1087 1087.00000 1087.00000   54.98100  143.14865   54.74569   93.26418    0.57650    0.57110    0.55520    0.53550    0.51730    0.47250    0.46840    0.50040    0.50620    0.50820    0.51180    0.52230    0.19090    0.32470    0.49140    0.52060    0.52510    0.52570    0.45980    0.31200    0.52500   18.00000    0.00726 
1088 1088 1088.00000 1088.00000   54.94310  143.37953   54.51696   93.46352    0.51380    0.50320    0.48050    0.45290    0.43400    0.39090    0.37970    0.40510    0.40900    0.41070    0.41070    0.41860    0.15070    0.25830    0.39490    0.41670    0.41940    0.41820    0.36710    0.24830    0.42040   18.00000    0.00726 
1089 1089 1089.00000 1089.00000   54.89768  143.65652   54.23825   93.70250    0.37700    0.35770    0.30910    0.25490    0.23150    0.18590    0.16020    0.16090    0.16060    0.16050    0.15550    0.15220    0.05520    0.09200    0.14270    0.14980    0.14440    0.14230    0.12060    0.07850    0.14410   18.00000    0.00727 
2114 2114 2114.00000 2114.00000   54.98170  142.68555   55.15630   92.91516    0.65140    0.64550    0.63520    0.61910    0.60160    0.55370    0.54970    0.59160    0.59860    0.60110    0.60510    0.61890    0.22850    0.38840    0.58690    0.61640    0.62280    0.62250    0.54710    0.37410    0.61970   18.00000    0.00725 
2115 2115 2115.00000 2115.00000   54.96305  142.92926   54.92833   93.11092    0.64090    0.63380    0.62550    0.61050    0.59260    0.54640    0.54420    0.58380    0.59050    0.59390    0.59790    0.60890    0.22510    0.38180    0.57790    0.60740    0.61390    0.61200    0.53910    0.36810    0.61060   18.00000    0.00726 
