    400.00000   3.506319806E-005
    412.50000   6.967526062E-006
    442.50000   3.505636418E-004
    490.00000   1.381931600E-004
    510.00000   1.324224122E-003
    560.00000   5.099066205E-005
    620.00000   2.363042944E-005
    665.00000   6.440468944E-004
    673.75000   2.377942129E-005
    681.25000   3.303735591E-004
    708.75000   1.158079797E-002
    753.75000   1.154852173E-004
    761.25000   3.316322348E-006
    764.37500   2.465775843E-007
    767.50000   1.137753056E-007
    778.75000   3.191069529E-004
    865.00000   5.601462094E-004
    885.00000   3.026113840E-003
    900.00000   3.265557172E-001
    940.00000   2.804599956E+000
   1020.00000   2.858762309E-003
